#,Date,Customer,Remarks,Due Date,Branch,Document Status,Document Total (FC),Document Total (SC),Document Status,Canceled,Total Discount,Total Discount (FC),Total Discount (SC),Ship To,Bill to,Applied WTax,Document Total,Tax Amount (SC),Project,Inside Sales Owner,
10610155,20 Jun 18,Ingersoll Rand (India) Ltd.,Based On Sales Quotations 366.,26 Jun 18,Gujarat,,0,"6,033.94",Closed,No,0,0,0,21-30 GIDC Estate Naroda Ahmedabad 382330 Gujarat,21-30 GIDC Estate Naroda Ahmedabad 382330 Gujarat,0,6033.94,920.44,21135,Prit Patel,
10610154,20 Jun 18,GE Power Systems India Pvt. Ltd.,Based On Sales Quotations 966.,29 Jun 18,Gujarat,,0,"44,71,578.14",Closed,No,0,0,0,Plot No.SM-37 Sanand-II Industrial Estate Sanand Ahmedabad 382110 Gujarat,Plot No.SM-37 Sanand-II Industrial Estate Sanand Ahmedabad 382110 Gujarat,0,4471578.14,682105.14,21270,Piyush Yadav,
10610153,19 Jun 18,GHCL Ltd.,Based On Sales Quotations 952.,21 Jun 18,Gujarat,,0,"20,408.10",Closed,No,0,0,0,Soda Ash Division Sutrapada Veraval 362275 Gujarat,Soda Ash Division Sutrapada Veraval 362275 Gujarat,0,20408.1,3113.1,21080,Prit Patel,
10610152,19 Jun 18,Alstom Bharat Forge Power Pvt. Ltd.,Based On Sales Quotations 280.,31 Mar 18,Gujarat,,0,"29,146.00",Open,No,0,0,0,Plot No.SM-37 Sanand-II Industrial Estate Sanand Ahmedabad 382110 Gujarat,Plot No.SM-37 Sanand-II Industrial Estate Sanand Ahmedabad 382110 Gujarat,0,29146,4446,18814,Piyush Yadav,
10610151,19 Jun 18,GE Power Systems India Pvt. Ltd.,Based On Sales Quotations 820.,27 Jun 18,Gujarat,,0,"57,755.10",Open,No,0,0,0,Plot No.SM-37 Sanand-II Industrial Estate Sanand Ahmedabad 382110 Gujarat,Plot No.SM-37 Sanand-II Industrial Estate Sanand Ahmedabad 382110 Gujarat,0,57755.1,8810.1,20971,Neel Patel,
10610150,18 Jun 18,ABB India Ltd.,Based On Sales Quotations 921.,29 Jun 18,Gujarat,,0,"51,913.28",Closed,No,0,0,0,PPTR-Small Pwr Trfmr VAD work National Highway No.8 Maneja Vadodara 390013 Gujarat,No.8 National Highway Maneja Vadodara 390013 Gujarat,0,51913.28,5867.28,21118,Piyush Yadav,
10610149,18 Jun 18,GE Power Systems India Pvt. Ltd.,Based On Sales Quotations 916.,22 Jun 18,Gujarat,,0,"89,586.83",Closed,No,0,0,0,Plot No.SM-37 Sanand-II Industrial Estate Sanand Ahmedabad 382110 Gujarat,Plot No.SM-37 Sanand-II Industrial Estate Sanand Ahmedabad 382110 Gujarat,0,89586.83,13665.78,21161,Avni Shah,
10610148,18 Jun 18,ABB India Ltd.,Based On Sales Quotations 934.,29 Jun 18,Gujarat,,0,"3,540.00",Closed,No,0,0,0,PPTR-Small Pwr Trfmr VAD work National Highway No.8 Maneja Vadodara 390013 Gujarat,No.8 National Highway Maneja Vadodara 390013 Gujarat,0,3540,540,21221,Piyush Yadav,
10610147,18 Jun 18,Alstom Bharat Forge Power Pvt. Ltd.,Based On Sales Quotations 60.,8 May 17,Gujarat,,0,"2,82,568.70",Open,No,0,0,0,Plot No.SM-37 Sanand-II Industrial Estate Sanand Ahmedabad 382110 Gujarat,Plot No.SM-37 Sanand-II Industrial Estate Sanand Ahmedabad 382110 Gujarat,0,282568.70,43103.7,10491,Prit Patel,
10610146,18 Jun 18,ABB India Ltd.,Based On Sales Quotations 921.,29 Jun 18,Gujarat,,0,"54,334.28",Closed,Yes,0,0,0,PPTR-Small Pwr Trfmr VAD work National Highway No.8 Maneja Vadodara 390013 Gujarat,No.8 National Highway Maneja Vadodara 390013 Gujarat,0,54334.28,8288.28,21118,Piyush Yadav,
10610145,18 Jun 18,ABB India Ltd.,Based On Sales Quotations 929.,29 Jun 18,Gujarat,,0,896.80,Open,No,0,0,0,PPTR-Small Pwr Trfmr VAD work National Highway No.8 Maneja Vadodara 390013 Gujarat,No.8 National Highway Maneja Vadodara 390013 Gujarat,0,896.8,136.8,21224,Piyush Yadav,
10610144,18 Jun 18,Ingersoll Rand (India) Ltd.,Based On Sales Quotations 924.,10 Jul 18,Gujarat,,0,"91,119.60",Closed,No,0,0,0,21-30 GIDC Estate Naroda Ahmedabad 382330 Gujarat,21-30 GIDC Estate Naroda Ahmedabad 382330 Gujarat,0,91119.6,13899.6,21214,Prit Patel,
10610143,16 Jun 18,Plasser India Pvt. Ltd.,Based On Sales Quotations 914.,20 Jun 18,Gujarat,,0,"47,750.82",Closed,No,0,0,0,Plot 10A Village Dethan Ta. Karjan Vadodara 391320 Gujarat,606/5 Signet Hub Akshar chowk Old Padra Road Vadodara 390012 Gujarat,0,47750.82,7051.82,21202,Neel Patel,
10610142,16 Jun 18,ABB India Ltd.,Based On Sales Quotations 923.,29 Jun 18,Gujarat,,0,"63,814.42",Closed,No,0,0,0,PPTR-Small Pwr Trfmr VAD work National Highway No.8 Maneja Vadodara 390013 Gujarat,No.8 National Highway Maneja Vadodara 390013 Gujarat,0,63814.42,9734.42,21216,Piyush Yadav,
10610141,16 Jun 18,GHCL Ltd.,Based On Sales Quotations 920.,26 Jul 18,Gujarat,,0,"12,801.60",Open,No,0,0,0,Soda Ash Division Sutrapada Veraval 362275 Gujarat,Soda Ash Division Sutrapada Veraval 362275 Gujarat,0,12801.6,1952.8,21209,Prit Patel,
10610140,15 Jun 18,ABB India Ltd.,Based On Sales Quotations 899.,30 Jun 18,Gujarat,,0,"1,69,937.42",Open,No,0,0,0,PPTR-Small Pwr Trfmr VAD work National Highway No.8 Maneja Vadodara 390013 Gujarat,No.8 National Highway Maneja Vadodara 390013 Gujarat,0,169937.42,25922.72,21121,Piyush Yadav,
10610139,15 Jun 18,GE Power Systems India Pvt. Ltd.,Based On Sales Quotations 715.,29 Jun 18,Gujarat,,0,"1,00,300.00",Closed,No,0,0,0,Plot No.SM-37 Sanand-II Industrial Estate Sanand Ahmedabad 382110 Gujarat,Plot No.SM-37 Sanand-II Industrial Estate Sanand Ahmedabad 382110 Gujarat,0,100300.00,15300,20942,Harsh Patel,
10610138,14 Jun 18,GE Power Systems India Pvt. Ltd.,Based On Sales Quotations 860.,29 Jun 18,Gujarat,,0,"18,864.66",Closed,No,0,0,0,Plot No.SM-37 Sanand-II Industrial Estate Sanand Ahmedabad 382110 Gujarat,Plot No.SM-37 Sanand-II Industrial Estate Sanand Ahmedabad 382110 Gujarat,0,18864.66,2877.66,20981,Avni Shah,
10610137,14 Jun 18,Ingersoll Rand (India) Ltd.,Based On Sales Quotations 863.,18 Jun 18,Gujarat,,0,"3,304.00",Closed,No,0,0,0,21-30 GIDC Estate Naroda Ahmedabad 382330 Gujarat,21-30 GIDC Estate Naroda Ahmedabad 382330 Gujarat,0,3304,504,21141,Prit Patel,
10610136,14 Jun 18,John Energy Ltd.,Based On Sales Quotations 103.,27 Apr 18,Gujarat,,0,"7,58,571.26",Closed,No,0,0,0,Petrol PumpRajahmundry Dr. Rajendra Prasad  Residential No.: 110/1 Venkatapuram Village  Rajanagaram Mandal Near HP Rajahmundry 533294 Andhra Pradesh,3-64/2 Spinning Mill Colony-2Aphb Colony Lalacheruvu Rajahmundry Rajahmundry 533101 Andhra Pradesh,0,758571.26,115714.26,18376,Rajani Kyatham,
10610135,13 Jun 18,GHCL Ltd.,Based On Sales Quotations 835.,23 Jul 18,Gujarat,SAP Rejected (must fill remarks columns in SAP),0,"3,717.00",Open,No,0,0,0,Soda Ash Division Sutrapada Veraval 362275 Gujarat,Soda Ash Division Sutrapada Veraval 362275 Gujarat,0,3717,567,21030,Prit Patel,
10610134,13 Jun 18,John Energy Ltd.,Based On Sales Quotations 367.,24 Apr 18,Gujarat,,0,"38,73,204.48",Closed,No,0,0,0,GGS-3 GELEKI Geleki Jungle village Gram Panchayat:Na Tehsil- Nazira Shivasagar 785696 Assam,GGS-3 GELEKI Geleki Jungle village Gram Panchayat:Na Tehsil- Nazira Shivasagar 785696 Assam,0,3873204.48,590827.80,17425,Rajani Kyatham,
10610133,13 Jun 18,GE Power Systems India Pvt. Ltd.,Based On Sales Quotations 857.,15 Jun 18,Gujarat,,0,"3,53,834.80",Closed,No,0,0,0,Plot No.SM-37 Sanand-II Industrial Estate Sanand Ahmedabad 382110 Gujarat,Plot No.SM-37 Sanand-II Industrial Estate Sanand Ahmedabad 382110 Gujarat,0,353834.80,53974.8,19866,Avni Shah,
10610132,13 Jun 18,GE Power Systems India Pvt. Ltd.,Based On Sales Quotations 368.,5 Jun 18,Gujarat,,0,"91,770.00",Open,No,0,0,0,Plot No.SM-37 Sanand-II Industrial Estate Sanand Ahmedabad 382110 Gujarat,Plot No.SM-37 Sanand-II Industrial Estate Sanand Ahmedabad 382110 Gujarat,0,91770,4370,21134,Piyush Yadav,
10610131,13 Jun 18,Ingersoll Rand (India) Ltd.,Based On Sales Quotations 855.,4 Jul 18,Gujarat,,0,"1,71,900.00",Closed,No,0,0,0,21-30 GIDC Estate Naroda Ahmedabad 382330 Gujarat,21-30 GIDC Estate Naroda Ahmedabad 382330 Gujarat,0,171900.00,0,20988,Prit Patel,
10610130,13 Jun 18,Ingersoll Rand (India) Ltd.,Based On Sales Quotations 851.,20 Jun 18,Gujarat,,0,"57,112.00",Closed,No,0,0,0,21-30 GIDC Estate Naroda Ahmedabad 382330 Gujarat,21-30 GIDC Estate Naroda Ahmedabad 382330 Gujarat,0,57112,8712,20928,Prit Patel,
10610129,13 Jun 18,GHCL Ltd.,Based On Sales Quotations 844.,18 Jul 18,Gujarat,,0,"26,935.86",Closed,No,0,0,0,Soda Ash Division Sutrapada Veraval 362275 Gujarat,Soda Ash Division Sutrapada Veraval 362275 Gujarat,0,26935.86,4108.86,20631,Prit Patel,
10610128,12 Jun 18,GHCL Ltd.,Based On Sales Quotations 840.,19 Jul 18,Gujarat,,0,600.62,Closed,No,0,0,0,Soda Ash Division Sutrapada Veraval 362275 Gujarat,Soda Ash Division Sutrapada Veraval 362275 Gujarat,0,600.62,91.62,21033,Prit Patel,
10610127,13 Jun 18,John Energy Ltd.,Based On Sales Quotations 837.,29 Jun 18,Gujarat,,0,"1,38,650.00",Closed,No,0,0,0,220 G.I.D.C. Phase I|B/H Arts Collage Nagalpur Mehsana 384002 Gujarat,220 G.I.D.C. Phase I|B/H Arts Collage Nagalpur Mehsana 384002 Gujarat,0,138650.00,21150,21070,Neel Patel,
10610126,12 Jun 18,GHCL Ltd.,Based On Sales Quotations 838.,12 Jul 18,Gujarat,,0,"4,420.28",Open,No,0,0,0,Soda Ash Division Sutrapada Veraval 362275 Gujarat,GHCL House Opp. Punjabi Hall Navrangpura Ahmedabad 380009 Gujarat,0,4420.28,674.28,21020,Prit Patel,
10610125,12 Jun 18,GHCL Ltd.,Based On Sales Quotations 833.,5 Jul 18,Gujarat,,0,913.32,Open,No,0,0,0,Soda Ash Division Sutrapada Veraval 362275 Gujarat,Soda Ash Division Sutrapada Veraval 362275 Gujarat,0,913.32,139.32,21019,Prit Patel,
10610124,12 Jun 18,Ingersoll Rand (India) Ltd.,Based On Sales Quotations 360.,20 Jun 18,Gujarat,,0,"23,594.10",Closed,No,0,0,0,21-30 GIDC Estate Naroda Ahmedabad 382330 Gujarat,21-30 GIDC Estate Naroda Ahmedabad 382330 Gujarat,0,23594.1,3599.1,21103,Prit Patel,
10610123,12 Jun 18,GHCL Ltd.,Based On Sales Quotations 824.,5 Jul 18,Gujarat,,0,"18,056.53",Open,No,0,0,0,Soda Ash Division Sutrapada Veraval 362275 Gujarat,GHCL House Opp. Punjabi Hall Navrangpura Ahmedabad 380009 Gujarat,0,18056.53,2754.38,21023,Prit Patel,
10610122,12 Jun 18,GE Power Systems India Pvt. Ltd.,Based On Sales Quotations 799.,29 Jun 18,Gujarat,,0,"2,12,885.52",Closed,Yes,0,0,0,Plot No.SM-37 Sanand-II Industrial Estate Sanand Ahmedabad 382110 Gujarat,Plot No.SM-37 Sanand-II Industrial Estate Sanand Ahmedabad 382110 Gujarat,0,212885.52,35861.52,20166,Dhrumil Patel,
10610121,11 Jun 18,GHCL Ltd.,Based On Sales Quotations 775.,26 Jul 18,Gujarat,SAP Rejected (must fill remarks columns in SAP),0,567.58,Open,No,0,0,0,Soda Ash Division SutrapadaVeraval Gujarat 362275 India,Soda Ash Division Sutrapada Veraval 362275 Gujarat,0,567.58,86.58,21017,Prit Patel,
10610120,11 Jun 18,GHCL Ltd.,Based On Sales Quotations 766.,16 Jul 18,Gujarat,SAP Rejected (must fill remarks columns in SAP),0,"7,756.14",Closed,No,0,0,0,Soda Ash Division Sutrapada Veraval 362275 Gujarat,Soda Ash Division Sutrapada Veraval 362275 Gujarat,0,7756.14,1183.14,20929,Prit Patel,
10610119,11 Jun 18,GHCL Ltd.,Based On Sales Quotations 795.,5 Jul 18,Gujarat,,0,"3,878.22",Open,No,0,0,0,Soda Ash Division Sutrapada Veraval 362275 Gujarat,GHCL House Opp. Punjabi Hall Navrangpura Ahmedabad 380009 Gujarat,0,3878.22,591.6,21018,Prit Patel,
10610118,8 Jun 18,Metso India Pvt. Ltd.,Based On Sales Quotations 343.,16 Mar 18,Gujarat,,0,"5,877.76",Closed,No,0,0,0,Foundry Unit Plot No :- 611-612 Opposite:Vallabhnagar  OdhavAhmedabad Gujarat  India,Foundry Unit Plot No :- 611-612 Opposite:Vallabhnagar  OdhavAhmedabad Gujarat  India,0,5877.76,1285.76,18819,Piyush Yadav,
10610117,8 Jun 18,GE T and D India Ltd.,Based On Sales Quotations 424.,15 Jun 18,Gujarat,,0,"12,596.50",Closed,No,0,0,0,Milestone 87 Vadodara Halol Highway Kotambi Post Office JarodVadodara Gujarat 391510 India,Milestone 87 Vadodara Halol Highway Kotambi Post Office JarodVadodara Gujarat 391510 India,0,12596.5,1921.5,20610,Prit Patel,
10610116,6 Jun 18,GE Power Systems India Pvt. Ltd.,Based On Sales Quotations 732.,28 Jun 18,Gujarat,,0,"30,800.00",Open,No,0,0,0,Plot No.SM-37 Sanand-II Industrial Estate SanandAhmedabad Gujarat 382110 India,Plot No.SM-37 Sanand-II Industrial Estate SanandAhmedabad Gujarat 382110 India,0,30800,3300,19878,Avni Shah,
10610115,6 Jun 18,GE Power Systems India Pvt. Ltd.,Based On Sales Quotations 725.,29 Jun 18,Gujarat,,0,"4,17,651.34",Open,No,0,0,0,Plot No.SM-37 Sanand-II Industrial Estate SanandAhmedabad Gujarat 382110 India,Plot No.SM-37 Sanand-II Industrial Estate SanandAhmedabad Gujarat 382110 India,0,417651.34,63709.54,19876,Avni Shah,
10610114,6 Jun 18,GE Power Systems India Pvt. Ltd.,Based On Sales Quotations 724.,28 Jun 18,Gujarat,,0,"30,800.00",Closed,Yes,0,0,0,Plot No.SM-37 Sanand-II Industrial Estate SanandAhmedabad Gujarat 382110 India,Plot No.SM-37 Sanand-II Industrial Estate SanandAhmedabad Gujarat 382110 India,0,30800,3300,19878,Avni Shah,
10610113,6 Jun 18,GE Power Systems India Pvt. Ltd.,Based On Sales Quotations 712.,29 Jun 18,Gujarat,,0,"35,053.08",Closed,No,0,0,0,Plot No.SM-37 Sanand-II Industrial Estate SanandAhmedabad Gujarat 382110 India,Plot No.SM-37 Sanand-II Industrial Estate SanandAhmedabad Gujarat 382110 India,0,35053.08,5347.08,19847,Avni Shah,
10610112,6 Jun 18,GE Power Systems India Pvt. Ltd.,Based On Sales Quotations 709.,12 Jun 18,Gujarat,,0,"10,616.46",Closed,No,0,0,0,Plot No.SM-37 Sanand-II Industrial Estate SanandAhmedabad Gujarat 382110 India,Plot No.SM-37 Sanand-II Industrial Estate SanandAhmedabad Gujarat 382110 India,0,10616.46,1619.46,20611,Dhrumil Patel,
10610111,5 Jun 18,GE Power Systems India Pvt. Ltd.,Based On Sales Quotations 639.,29 Jun 18,Gujarat,,0,"75,756.00",Open,No,0,0,0,Plot No.SM-37 Sanand-II Industrial Estate SanandAhmedabad Gujarat 382110 India,Plot No.SM-37 Sanand-II Industrial Estate SanandAhmedabad Gujarat 382110 India,0,75756,11556,20917,Avni Shah,
10610110,4 Jun 18,Ingersoll Rand (India) Ltd.,Based On Sales Quotations 653.,11 Jun 18,Gujarat,,0,"2,596.00",Closed,No,0,0,0,21-30 GIDC Estate NarodaAhmedabad Gujarat 382330 India,21-30 GIDC Estate NarodaAhmedabad Gujarat 382330 India,0,2596,396,20923,Prit Patel,
10610109,4 Jun 18,GHCL Ltd.,Based On Sales Quotations 576.,26 Jun 18,Gujarat,,0,"31,057.60",Closed,No,0,0,0,Soda Ash Division SutrapadaVeraval Gujarat 362275 India,Soda Ash Division SutrapadaVeraval Gujarat 362275 India,0,31057.6,4737.6,20088,Prit Patel,
10610108,2 Jun 18,GE Power Systems India Pvt. Ltd.,Based On Sales Quotations 586.,31 Jul 18,Gujarat,,0,"4,60,672.00",Open,No,0,0,0,Plot No.SM-37 Sanand-II Industrial Estate SanandAhmedabad Gujarat 382110 India,Plot No.SM-37 Sanand-II Industrial Estate SanandAhmedabad Gujarat 382110 India,0,460672.00,70272,20890,Avni Shah,
10610107,4 Jun 18,Ingersoll Rand (India) Ltd.,Based On Sales Quotations 430.,15 Jun 18,Gujarat,,0,"24,922.00",Closed,No,0,0,0,21-30 GIDC Estate NarodaAhmedabad Gujarat 382330 India,21-30 GIDC Estate NarodaAhmedabad Gujarat 382330 India,0,24922,5022,20155,Prit Patel,
10610106,1 Jun 18,Ingersoll Rand (India) Ltd.,Based On Sales Quotations 569.,15 Jun 18,Gujarat,,0,"45,595.20",Closed,No,0,0,0,21-30 GIDC Estate NarodaAhmedabad Gujarat 382330 India,21-30 GIDC Estate NarodaAhmedabad Gujarat 382330 India,0,45595.2,6955.2,20786,Prit Patel,
10610105,1 Jun 18,GE Power Systems India Pvt. Ltd.,Based On Sales Quotations 560.,20 Jul 18,Gujarat,,0,"6,657.56",Closed,No,0,0,0,Plot No.SM-37 Sanand-II Industrial Estate SanandAhmedabad Gujarat 382110 India,Plot No.SM-37 Sanand-II Industrial Estate SanandAhmedabad Gujarat 382110 India,0,6657.56,1015.56,20855,Dhrumil Patel,
10610104,31 May 18,GE Power Systems India Pvt. Ltd.,Based On Sales Quotations 545.,31 Jul 18,Gujarat,,0,"2,67,152.00",Open,No,0,0,0,Plot No.SM-37 Sanand-II Industrial Estate SanandAhmedabad Gujarat 382110 India,Plot No.SM-37 Sanand-II Industrial Estate SanandAhmedabad Gujarat 382110 India,0,267152.00,40752,20720,Avni Shah,
10610103,31 May 18,GE Power Systems India Pvt. Ltd.,Based On Sales Quotations 481.,31 May 18,Gujarat,,0,"8,57,586.28",Open,No,0,0,0,Plot No.SM-37 Sanand-II Industrial Estate SanandAhmedabad Gujarat 382110 India,Plot No.SM-37 Sanand-II Industrial Estate SanandAhmedabad Gujarat 382110 India,0,857586.28,140351.46,19668,Avni Shah,
10610102,30 May 18,GE Power Systems India Pvt. Ltd.,Based On Sales Quotations 508.,31 Oct 18,Gujarat,,0,"7,39,883.60",Open,No,0,0,0,Plot No.SM-37 Sanand-II Industrial Estate SanandAhmedabad Gujarat 382110 India,Plot No.SM-37 Sanand-II Industrial Estate SanandAhmedabad Gujarat 382110 India,0,739883.60,112863.60,20792,Avni Shah,
10610101,30 May 18,GE Power Systems India Pvt. Ltd.,Based On Sales Quotations 507.,20 Jul 18,Gujarat,,0,"36,151.66",Closed,No,0,0,0,Plot No.SM-37 Sanand-II Industrial Estate SanandAhmedabad Gujarat 382110 India,Plot No.SM-37 Sanand-II Industrial Estate SanandAhmedabad Gujarat 382110 India,0,36151.66,5514.66,19967,Dhrumil Patel,
10610100,30 May 18,Ingersoll Rand (India) Ltd.,Based On Sales Quotations 211.,15 Jun 18,Gujarat,,0,"61,194.24",Closed,No,0,0,0,21-30 GIDC Estate NarodaAhmedabad Gujarat 382330 India,21-30 GIDC Estate NarodaAhmedabad Gujarat 382330 India,0,61194.24,13386.24,19705,Prit Patel,
10610099,30 May 18,GE Power Systems India Pvt. Ltd.,Based On Sales Quotations 491.,29 Jun 18,Gujarat,,0,"7,87,932.40",Closed,Yes,0,0,0,Plot No.SM-37 Sanand-II Industrial Estate SanandAhmedabad Gujarat 382110 India,Plot No.SM-37 Sanand-II Industrial Estate SanandAhmedabad Gujarat 382110 India,0,787932.40,100154.40,20755,Avni Shah,
10610098,30 May 18,Ingersoll Rand (India) Ltd.,Based On Sales Quotations 305.,15 Jun 18,Gujarat,,0,"19,648.66",Closed,No,0,0,0,21-30 GIDC Estate NarodaAhmedabad Gujarat 382330 India,21-30 GIDC Estate NarodaAhmedabad Gujarat 382330 India,0,19648.66,935.66,20785,Prit Patel,
10610097,30 May 18,Ingersoll Rand (India) Ltd.,Based On Sales Quotations 501.,15 Jun 18,Gujarat,,0,"8,400.00",Closed,No,0,0,0,21-30 GIDC Estate NarodaAhmedabad Gujarat 382330 India,21-30 GIDC Estate NarodaAhmedabad Gujarat 382330 India,0,8400,900,20779,Prit Patel,
10610096,30 May 18,Ingersoll Rand (India) Ltd.,Based On Sales Quotations 420.,8 Jun 18,Gujarat,,0,"50,400.00",Closed,No,0,0,0,21-30 GIDC Estate NarodaAhmedabad Gujarat 382330 India,21-30 GIDC Estate NarodaAhmedabad Gujarat 382330 India,0,50400,5400,20643,Prit Patel,
10610095,30 May 18,Ingersoll Rand (India) Ltd.,Based On Sales Quotations 427.,15 Jun 18,Gujarat,,0,"1,55,594.32",Open,No,0,0,0,21-30 GIDC Estate NarodaAhmedabad Gujarat 382330 India,21-30 GIDC Estate NarodaAhmedabad Gujarat 382330 India,0,155594.32,16670.82,19917,Prit Patel,
10610094,30 May 18,Ingersoll Rand (India) Ltd.,Based On Sales Quotations 462.,28 May 18,Gujarat,,0,"45,584.00",Closed,No,0,0,0,21-30 GIDC Estate NarodaAhmedabad Gujarat 382330 India,21-30 GIDC Estate NarodaAhmedabad Gujarat 382330 India,0,45584,5424,19740,Prit Patel,
10610093,29 May 18,GE Power Systems India Pvt. Ltd.,Based On Sales Quotations 485.,28 Jul 18,Gujarat,,0,"2,37,820.80",Open,No,0,0,0,Plot No.SM-37 Sanand-II Industrial Estate SanandAhmedabad Gujarat 382110 India,Plot No.SM-37 Sanand-II Industrial Estate SanandAhmedabad Gujarat 382110 India,0,237820.80,41885.8,19921,Dhrumil Patel,
10610092,25 May 18,Ingersoll Rand (India) Ltd.,Based On Sales Quotations 221.,20 Apr 18,Gujarat,,0,"83,860.24",Open,No,0,0,0,21-30 GIDC Estate NarodaAhmedabad Gujarat 382330 India,21-30 GIDC Estate NarodaAhmedabad Gujarat 382330 India,0,83860.24,12792.24,18913,Prit Patel,
10610091,25 May 18,Alstom Bharat Forge Power Pvt. Ltd.,Based On Sales Quotations 429.,31 May 18,Gujarat,,0,"17,755.65",Closed,No,0,0,0,Plot No.SM-37 Sanand-II Industrial Estate SanandAhmedabad Gujarat 382110 India,Plot No.SM-37 Sanand-II Industrial Estate SanandAhmedabad Gujarat 382110 India,0,17755.65,2708.48,20651,Avni Shah,
10610090,24 May 18,Alstom Bharat Forge Power Pvt. Ltd.,Based On Sales Quotations 35.,5 Jun 18,Gujarat,,0,"28,320.00",Open,No,0,0,0,Plot No.SM-37 Sanand-II Industrial Estate SanandAhmedabad Gujarat 382110 India,Plot No.SM-37 Sanand-II Industrial Estate SanandAhmedabad Gujarat 382110 India,0,28320,4320,18352,Piyush Yadav,
10610089,24 May 18,GE T and D India Ltd.,Based On Sales Quotations 295.,7 Jun 18,Gujarat,,0,"34,783.45",Closed,No,0,0,0,Naini WorksMirzapur RoadNainAllahabad Uttar Pradesh 211008 India,Naini WorksMirzapur RoadNainAllahabad Uttar Pradesh 211008 India,0,34783.45,5305.95,20096,Prit Patel,
10610088,24 May 18,Alstom Bharat Forge Power Pvt. Ltd.,Based On Sales Quotations 401.,31 May 18,Gujarat,,0,"1,869.12",Closed,No,0,0,0,Plot No.SM-37 Sanand-II Industrial Estate SanandAhmedabad Gujarat 382110 India,Plot No.SM-37 Sanand-II Industrial Estate SanandAhmedabad Gujarat 382110 India,0,1869.12,285.12,20058,Neel Patel,
10610087,23 May 18,Ingersoll Rand (India) Ltd.,Based On Sales Quotations 332.,7 Jun 18,Gujarat,,0,"46,836.65",Closed,No,0,0,0,21-30 GIDC Estate NarodaAhmedabad Gujarat 382330 India,21-30 GIDC Estate NarodaAhmedabad Gujarat 382330 India,0,46836.65,7144.58,19558,Prit Patel,
10610086,23 May 18,Ingersoll Rand (India) Ltd.,Based On Sales Quotations 199.,15 Jun 18,Gujarat,Supplier PO Created (Partial),0,"2,33,227.00",Closed,No,0,0,0,4-5 GIDC Estate NarodaAhmedabad Gujarat 382330 India,21-30 GIDC Estate NarodaAhmedabad Gujarat 382330 India,0,233227.00,35577,18719,Prit Patel,
10610085,21 May 18,IEC-TCL Ingenious Energy LLP,Based On Sales Quotations 341.,22 May 18,Gujarat,,0,"9,94,730.63",Closed,No,0,0,0,PDA Complex North AOC ImphalImphal Manipur 795005 India,PDA Complex North AOC ImphalImphal Manipur 795005 India,0,994730.63,47368.13,20151,Devang Shah,
10610084,21 May 18,Alstom Bharat Forge Power Pvt. Ltd.,Based On Sales Quotations 336.,6 Jul 18,Gujarat,,0,"2,947.64",Closed,No,0,0,0,Plot No.SM-37 Sanand-II Industrial Estate SanandAhmedabad Gujarat 382110 India,Plot No.SM-37 Sanand-II Industrial Estate SanandAhmedabad Gujarat 382110 India,0,2947.64,449.64,20024,Dhrumil Patel,
10610083,19 May 18,Ingersoll Rand (India) Ltd.,Based On Sales Quotations 54.,20 Apr 18,Gujarat,,0,"83,860.24",Closed,Yes,0,0,0,21-30 GIDC Estate NarodaAhmedabad Gujarat 382330 India,21-30 GIDC Estate NarodaAhmedabad Gujarat 382330 India,0,83860.24,12792.24,18913,Prit Patel,
10610082,19 May 18,GE T and D India Ltd.,Based On Sales Quotations 327.,9 May 18,Gujarat,,0,"12,820.20",Closed,No,0,0,0,Naini WorksMirzapur RoadNainAllahabad Uttar Pradesh 211008 India,Naini WorksMirzapur RoadNainAllahabad Uttar Pradesh 211008 India,0,12820.2,1780.2,19959,Prit Patel,
10610081,11 May 18,John Energy Ltd.,Based On Sales Quotations 293.,11 May 18,Gujarat,,0,"60,41,836.00",Closed,Yes,0,0,0,3-64/2 Spinning Mill Colony-2Aphb Colony Lalacheruvu RajahmundryRajahmundry Andhra Pradesh 533101 India,3-64/2 Spinning Mill Colony-2Aphb Colony Lalacheruvu RajahmundryRajahmundry Andhra Pradesh 533101 India,0,6041836.00,921636.00,19922,Rajani Kyatham,
10610080,15 May 18,John Energy Ltd.,Based On Sales Quotations 166.,27 Apr 18,Gujarat,,0,"7,58,571.00",Closed,No,0,0,0,Petrol PumpRajahmundry Dr. Rajendra Prasad  Residential No.: 110/1 Venkatapuram Village  Rajanagaram Mandal Near HPRajahmundry Andhra Pradesh 533294 India,3-64/2 Spinning Mill Colony-2Aphb Colony Lalacheruvu RajahmundryRajahmundry Andhra Pradesh 533101 India,0,758571.00,115714.26,18379,Rajani Kyatham,
