invoice_number,mis_date,inquiry_number,company,report_total,month_code,order_number
20610315,31-Jul-2018,25240,IR,22856,201807,10610246
20610370,22-Aug-2018,25464,IR,7500,201808,10610263
20210472,2-Jul-2018,20029,GE,19560,201807,10210399
20210615,26-Jul-2018,21117,Henkel,24027.37,201807,10210426
20610459,17-Sep-2018,26448,ABB India,19000,201809,10610329
20610524,5-Oct-2018,26335,GE,600,201810,10610352
20210954,18-Sep-2018,25297,GE,112021.92,201809,10210758
20210812,28-Aug-2018,26667,JSE,2001250.91,201808,10210805
20210704,9-Aug-2018,25918,Henkel,5215,201808,10210672
20610479,19-Sep-2018,27138,GE Power Systems,1650,201809,10610370
20610511,4-Oct-2018,27229,ABB India,7146.76,201810,10610410
20210801,27-Aug-2018,25995,AMAT,2856.54,201808,10210708
20610338,11-Aug-2018,20792,GE Power Systems,2140,201808,10610102
20210822,28-Aug-2018,26178,Henkel,16240,201808,10210716
20610518,5-Oct-2018,27044,ABB India,40069.42,201810,10610383
20210707,9-Aug-2018,25945,Henkel,910,201808,10210673
20210929,12-Sep-2018,26432,AMAT,85466.67,201809,10210770
20210819,28-Aug-2018,25297,GE,112363.2,201808,10210758
20210820,28-Aug-2018,25297,GE,10000,201808,10210758
20610637,1-Nov-2018,26268,GE Power Systems,1297026,201811,10610290
20610363,21-Aug-2018,26188,IR,15385,201808,10610305
20210823,28-Aug-2018,26637,VVF India,1400,201808,10210816
20610640,2-Nov-2018,27322,IR,71820,201811,10610459
20210830,29-Aug-2018,26711,AMAT,390,201808,10210822
20210483,4-Jul-2018,20838,Henkel,8021.02,201807,10210341
20610560,15-Oct-2018,28041,ABB India,54500,201810,10610451
20610374,24-Aug-2018,21028,IR,4914,201808,10610242
20610519,5-Oct-2018,25414,Asahi India Glass,15260,201810,10610416
20210205,17-May-2018,17897,Stanley Engineered,49840,201805,10200196
20610394,29-Aug-2018,26093,GE Power Systems,2400,201808,10610317
20610331,8-Aug-2018,26108,IR,55860,201808,10610277
20210375,15-Jun-2018,18686,Henkel,8064.52,201806,99999028
20210972,20-Sep-2018,25575,Maschio,225000,201809,10210644
20210916,11-Sep-2018,20887,Duroshox,34039.52,201809,10210648
20610404,31-Aug-2018,25884,GHCL,35036,201808,10610292
20610409,31-Aug-2018,26093,GE Power Systems,2400,201808,10610341
20210975,20-Sep-2018,21124,Cummins,9138.12,201809,10210830
20610377,24-Aug-2018,25464,IR,3900,201808,10610263
20610284,24-Jul-2018,25088,ABB India,5972,201807,10610196
20211230,24-Oct-2018,27610,Huntsman,27578.43,201810,10211047
20210181,11-May-2018,18400,Henkel,5535,201805,10210032
20210632,27-Jul-2018,19254,GE,8948,201807,10210313
20210894,6-Sep-2018,26117,Henkel,20145.53,201809,10210709
20210219,18-May-2018,19358,Henkel,10526.32,201805,10210172
20211034,27-Sep-2018,27510,Henkel,900,201809,10210972
20610298,26-Jul-2018,19668,GE Power Systems,12455,201807,10610103
20610378,24-Aug-2018,25337,IR,12320,201808,10610312
20210589,23-Jul-2018,20813,GE,42000,201807,10210351
20210990,20-Sep-2018,27423,BITUFLEX,848925,201809,10210945
20210541,12-Jul-2018,21297,GE,676036.4,201807,10210425
20210989,20-Sep-2018,27423,BITUFLEX,846725,201809,10210945
20210840,31-Aug-2018,26121,Duroshox,9640,201808,10210831
20610392,29-Aug-2018,26453,IR,18600,201808,10610325
20610405,31-Aug-2018,25884,GHCL,140144,201808,10610292
20210720,11-Aug-2018,20813,GE,385000,201808,10210351
20610287,25-Jul-2018,21419,ABB India,155075,201807,10610209
20610407,31-Aug-2018,26093,GE Power Systems,2400,201808,10610288
20610399,30-Aug-2018,19537,GE Power Systems,94736.8,201808,10610047
20610406,31-Aug-2018,26093,GE Power Systems,12000,201808,10610316
20610535,8-Oct-2018,27373,GHCL,568,201810,10610411
20210679,6-Aug-2018,19825,GE,19502,201808,10210583
20610401,31-Aug-2018,26802,GE Power Systems,846,201808,10610342
20610332,8-Aug-2018,25114,IR,4000,201808,10610273
20210583,20-Jul-2018,25022,Beckman Coulter,247393.74,201807,10210471
20610386,27-Aug-2018,25337,IR,14740,201808,10610312
20210942,14-Sep-2018,26529,Godrej,27330,201809,10210883
20610283,24-Jul-2018,19849,GE Power Systems,14400,201807,10610216
20210864,3-Sep-2018,26693,Piramal,13995,201809,10210811
20210726,14-Aug-2018,26229,Henkel,1650,201808,10210723
20210788,22-Aug-2018,25815,Henkel,3509,201808,10210690
20610635,1-Nov-2018,21134,GE Power Systems,7600,201811,10610132
20910123,2-Nov-2018,21009,Henkel,15645,201811,10910031
20210530,12-Jul-2018,20029,GE,206903,201807,10210399
20211343,14-Nov-2018,26734,Henkel,39789.4,201811,10210826
20210518,10-Jul-2018,20037,Henkel,13200,201807,10210215
20210935,14-Sep-2018,27212,Videojet,65800,201809,10210907
20210174,10-May-2018,19787,Henkel,39375,201805,10210154
20210418,22-Jun-2018,20121,Nhava Sheva,7465.86,201806,10210353
20210895,6-Sep-2018,25978,SSI,1941.5,201809,10210804
20210862,3-Sep-2018,25837,Cummins,7184.71,201809,10210717
20210863,3-Sep-2018,26342,Piramal,21667.5,201809,10210778
20210971,20-Sep-2018,25797,Henkel,42626,201809,10210707
21210056,21-Aug-2018,26204,Piramal,7053.27,201808,11210050
20211325,13-Nov-2018,27992,SSI,98952,201811,10211106
20211266,29-Oct-2018,26797,Cummins,332026.04,201810,10210926
20210803,27-Aug-2018,26339,Piramal,13090.2,201808,10210779
20210829,29-Aug-2018,26342,Piramal,20921.4,201808,10210778
20610293,26-Jul-2018,25336,ABB India,360,201807,10610236
20610408,31-Aug-2018,25069,IR,20128,201808,10610309
20910059,4-Sep-2018,26363,Bharti Airtel,2175,201809,10910076
20910060,4-Sep-2018,26443,Bharti Airtel,2175,201809,10910085
20210792,24-Aug-2018,26214,Adino Telecom,6800,201808,10210763
20610179,27-Jun-2018,19668,GE Power Systems,9982.8,201806,10610103
20610275,20-Jul-2018,19668,GE Power Systems,1598,201807,10610103
20910061,4-Sep-2018,26518,Bharti Airtel,2175,201809,10910083
20910062,4-Sep-2018,26545,Bharti Airtel,10875,201809,10910084
20210607,25-Jul-2018,20996,Cummins,26024.12,201807,10210478
20211332,13-Nov-2018,26846,Cummins,8994.25,201811,10210900
20210877,5-Sep-2018,19913,Cummins,1850,201809,10210402
20210643,30-Jul-2018,25529,Beckman Coulter,79806.67,201807,10210613
20610546,12-Oct-2018,25225,GE Power Systems,8400,201810,10610255
20210777,20-Aug-2018,26160,Henkel,6580,201808,10210722
20210648,30-Jul-2018,21376,Godrej,114270,201807,10210571
20210721,13-Aug-2018,25431,Henkel,4625,201808,10210702
21210062,5-Sep-2018,26574,Piramal,56289.13,201809,11210059
20610418,5-Sep-2018,26251,GE,25116,201809,10610332
20610547,12-Oct-2018,25052,GE Power Systems,4800,201810,10610259
20610419,5-Sep-2018,26606,IR,7700,201809,10610333
20210238,22-May-2018,18400,Henkel,2350,201805,10210032
20211338,13-Nov-2018,27912,Cummins,29333.34,201811,10211141
20910099,12-Oct-2018,27924,Graziano,12850,201810,10910127
21210070,3-Oct-2018,27030,Piramal,1320.9,201810,11210063
20210304,4-Jun-2018,19728,AMAT,26595.74,201806,10210162
20211006,25-Sep-2018,26141,GE,24400,201809,10210896
20610420,5-Sep-2018,25954,IR,3200,201809,10610315
20211162,12-Oct-2018,10063,Adani Gas,349248,201810,10210056
20211106,5-Oct-2018,27503,Henkel,4950,201810,10210982
20610534,8-Oct-2018,26370,GHCL,441,201810,10610311
20211285,31-Oct-2018,26523,Henkel,94272.5,201810,10210935
20210428,25-Jun-2018,19345,AMAT,60752,201806,10210080
20210870,4-Sep-2018,26572,GE,1313.75,201809,10210809
20210892,6-Sep-2018,10386,Hyosung,7708,201809,99999042
20211169,13-Oct-2018,27553,Henkel,133404,201810,10211091
20211176,15-Oct-2018,27636,GE,7893.06,201810,10211083
20610255,14-Jul-2018,19668,GE Power Systems,6630,201807,10610103
20210245,21-May-2018,19942,AMAT,266489.35,201805,10210199
20210657,1-Aug-2018,19642,GE,177186.48,201808,10210139
20210897,7-Sep-2018,26585,AMAT,15744.67,201809,10210802
20210898,7-Sep-2018,26876,AMAT,64228.72,201809,10210854
20210889,6-Sep-2018,15967,Henkel,1884998.75,201809,2002973
20211011,25-Sep-2018,25798,Huntsman,118947.37,201809,10210684
20610300,27-Jul-2018,18465,GE Power Systems,27750,201807,99999089
20610327,7-Aug-2018,13035,GE Power Systems,13580.7,201808,2001676
20610159,22-Jun-2018,21103,IR,19995,201806,10610124
20210759,17-Aug-2018,26228,Cummins,6588.24,201808,10210752
20910023,4-Jul-2018,20934,Crosslay Remedies,4190,201807,10910029
20211163,12-Oct-2018,25489,Reliance,10926.24,201810,10210911
20210900,7-Sep-2018,25924,Henkel,650,201809,10210674
20211291,31-Oct-2018,27318,AMAT,17620.82,201810,10211029
20210479,2-Jul-2018,20783,Cummins,6521.72,201807,10210437
20210260,25-May-2018,18089,Henkel,84210.52,201805,10210083
20210906,7-Sep-2018,25853,AMAT,23479.04,201809,10210680
21910003,7-Sep-2018,26378,Piramal,232830,201809,11410003
20610507,1-Oct-2018,25052,GE Power Systems,16800,201810,10610259
20210688,7-Aug-2018,25266,AMAT,12095.32,201808,10210628
20210901,7-Sep-2018,26273,AMAT,69030.85,201809,10210737
21210052,20-Aug-2018,26315,Piramal,3624.15,201808,11210055
20211336,13-Nov-2018,27512,Henkel,36963.36,201811,10210979
20210909,7-Sep-2018,27097,ICAR,1398.3,201809,10210882
20610132,15-Jun-2018,19668,GE Power Systems,1446.6,201806,10610103
20211210,20-Oct-2018,25880,Henkel,46636,201810,10211046
20210405,20-Jun-2018,20647,Cummins - Recon India,40055.55,201806,10210421
20210956,18-Sep-2018,26608,Bharat Container,75917.5,201809,10210909
20610433,10-Sep-2018,25579,IR,5778,201809,10610318
21910006,10-Sep-2018,26729,Piramal,29610,201809,11410009
21910032,12-Oct-2018,27613,Piramal,101462.4,201810,11410027
20610236,11-Jul-2018,19668,GE Power Systems,1786,201807,10610103
20211165,13-Oct-2018,18686,Henkel,8064.52,201810,99999028
21210076,11-Oct-2018,27165,Piramal,19601.07,201810,11210066
20210813,28-Aug-2018,25236,Henkel,5000,201808,10210705
20210595,24-Jul-2018,20029,GE,21539,201807,10210399
20211010,25-Sep-2018,26918,Henkel,147368.42,201809,10210895
20610439,11-Sep-2018,26318,Plasser India,85309.99,201809,10610348
20211272,30-Oct-2018,27467,AMAT,4613.97,201810,10211008
20210917,11-Sep-2018,25286,Henkel,30581.05,201809,10210773
20910065,11-Sep-2018,26899,Bharti Airtel,2175,201809,10910098
20610632,1-Nov-2018,27853,GE Power Systems,5550,201811,10610433
20910066,11-Sep-2018,26900,Bharti Airtel,2175,201809,10910099
20910067,11-Sep-2018,26894,Bharti Airtel,2175,201809,10910102
20910068,11-Sep-2018,26450,Bharti Airtel,2175,201809,10910081
20910069,11-Sep-2018,26964,Bharti Airtel,2175,201809,10910105
20910070,11-Sep-2018,26407,Bharti Airtel,2175,201809,10910079
20910071,11-Sep-2018,26404,Bharti Airtel,2900,201809,10910078
20910072,11-Sep-2018,26896,Bharti Airtel,2175,201809,10910100
20910073,11-Sep-2018,26963,Bharti Airtel,3625,201809,10910106
20210920,11-Sep-2018,8348,McNally,30882.87,201809,10200237
20211208,20-Oct-2018,27794,Henkel,6800,201810,10211072
20210462,29-Jun-2018,21100,AMAT,2277.66,201806,10210417
20211072,3-Oct-2018,27425,BITUFLEX,863520,201810,10210946
20210640,30-Jul-2018,25084,ZF India,35000,201807,10210486
20210919,11-Sep-2018,26245,Cummins,86777.77,201809,10210808
20210728,14-Aug-2018,25613,Piramal,126531.3,201808,10210730
20610484,20-Sep-2018,26335,GE,8520,201809,10610352
20210896,7-Sep-2018,27035,IGL4,105775.2,201809,10210875
20210923,11-Sep-2018,26387,GE,46875,201809,10210791
20210925,11-Sep-2018,20029,GE,120790,201809,10210399
20610161,22-Jun-2018,21331,IR,14400,201806,10610160
20910100,13-Oct-2018,26034,Graziano,35000,201810,10910094
20610446,12-Sep-2018,25939,IR,4457.16,201809,10610360
20210927,12-Sep-2018,21421,Cummins,92750,201809,10210785
20610448,12-Sep-2018,26731,IR,5525,201809,10610338
20210964,18-Sep-2018,26387,GE,23037.5,201809,10210791
20210476,2-Jul-2018,19720,AMAT,32006.11,201807,10210169
20210831,29-Aug-2018,26511,Henkel,3500,201808,10210812
20910101,17-Oct-2018,26196,Delhivery,430000,201810,10910131
20210931,12-Sep-2018,26207,Videojet,5000,201809,10210838
20610306,30-Jul-2018,25861,IR,28898.2,201807,10610261
20210621,26-Jul-2018,20271,Henkel,50526.3,201807,10210282
20210447,27-Jun-2018,19636,Cummins,3200,201806,10210316
20610151,20-Jun-2018,19668,GE Power Systems,1786,201806,10610103
20210514,9-Jul-2018,19899,Cummins,24500,201807,10210286
20210934,12-Sep-2018,26027,Rexel India,255920,201809,10210744
20610508,3-Oct-2018,20720,GE Power Systems,42450,201810,10610104
20210875,5-Sep-2018,20636,GE,67012.5,201809,10210726
20211009,25-Sep-2018,25834,Henkel,94440,201809,10210960
21910009,14-Sep-2018,26845,Piramal,26334,201809,11410011
21910010,14-Sep-2018,26728,Piramal,251332.2,201809,11410010
20610506,1-Oct-2018,17991,GE Power Systems,13580,201810,10300021
20210859,1-Sep-2018,26852,GE,52560,201809,10210844
20211136,9-Oct-2018,27506,Piramal,86100,201810,10210978
20210853,31-Aug-2018,18668,GE,18633.6,201808,10210335
20211040,28-Sep-2018,27408,Godrej,8275,201809,10210963
20211100,4-Oct-2018,27121,Cargill,50400,201810,10210985
20610461,18-Sep-2018,27264,GE Power Systems,30319.2,201809,10610382
20210837,30-Aug-2018,20636,GE,16600,201808,10210726
20210891,6-Sep-2018,25189,AMAT,9893.62,201809,10210506
20610453,14-Sep-2018,25240,IR,14856,201809,10610246
20910079,14-Sep-2018,21247,DHL,43111.11,201809,10910095
20210945,14-Sep-2018,26710,Hyosung,4620,201809,10210873
20210918,11-Sep-2018,26748,Hyosung,1000,201809,10210829
20210685,7-Aug-2018,19968,Henkel,6608,201808,10210493
20211050,29-Sep-2018,26878,Beckman Coulter,4000,201809,10210849
20610455,17-Sep-2018,19668,GE Power Systems,42398.7,201809,10610103
20610456,17-Sep-2018,20920,GE,20090,201809,10610293
20210947,17-Sep-2018,25727,Cummins,15094.1,201809,10210863
20210926,11-Sep-2018,25824,Cummins,125199.5,201809,10210815
20910081,17-Sep-2018,26730,Myntra Jabong India,180951.62,201809,10910109
20610532,8-Oct-2018,26348,GHCL,101.8,201810,10610297
20610530,8-Oct-2018,25076,GHCL,699,201810,10610208
20210948,17-Sep-2018,16855,GE,10135,201809,10210038
20610460,17-Sep-2018,25326,ABB India,10900,201809,10610361
20211154,11-Oct-2018,26689,Cummins,4111.1,201810,10210857
20210949,17-Sep-2018,27126,Cummins,3014.82,201809,10210901
20610123,8-Jun-2018,19668,GE Power Systems,1786,201806,10610103
20210200,16-May-2018,19314,Henkel,28125,201805,10210035
20610462,18-Sep-2018,19848,GE Power Systems,1200,201809,10610187
20610463,18-Sep-2018,27288,GE Power Systems,3875,201809,10610386
20211239,25-Oct-2018,21297,GE,92150,201810,10210425
20210955,18-Sep-2018,25858,Cummins,7297.72,201809,10210850
20210467,30-Jun-2018,20753,Cummins,5000,201806,10210440
20610117,7-Jun-2018,19668,GE Power Systems,5752.8,201806,10610103
20211175,15-Oct-2018,27456,GE,50000,201810,10211023
20210943,14-Sep-2018,26978,Henkel,27368.42,201809,10210890
21910012,18-Sep-2018,27224,Piramal,14972.4,201809,11410016
21910013,18-Sep-2018,27118,Piramal,24600,201809,11410012
20610464,18-Sep-2018,21134,GE Power Systems,9120,201809,10610132
20610527,8-Oct-2018,15763,GE Power Systems,25560,201810,10610372
20211001,24-Sep-2018,20029,GE,201168,201809,10210399
20610476,19-Sep-2018,25169,IR,34786.48,201809,10610335
20210958,18-Sep-2018,21297,GE,22500,201809,10210425
20210959,18-Sep-2018,26746,Henkel,73684.21,201809,10210889
20211020,26-Sep-2018,26356,Henkel,6245.62,201809,10210870
20210962,18-Sep-2018,26883,Henkel,94500,201809,10210852
20210961,18-Sep-2018,25696,Cummins,6707.45,201809,10210693
20210832,29-Aug-2018,20636,GE,14850,201808,10210726
21210064,8-Sep-2018,25601,Piramal,75806,201809,11210054
20210965,18-Sep-2018,25654,Henkel,38920,201809,10210608
20610308,30-Jul-2018,25088,ABB India,2267.2,201807,10610196
20211119,8-Oct-2018,27295,Henkel,6823.53,201810,10210998
20610162,22-Jun-2018,21337,IR,7750,201806,10610162
20610466,19-Sep-2018,26569,GHCL,240.5,201809,10610324
20610600,25-Oct-2018,27938,GE,10200,201810,10610473
20610468,19-Sep-2018,25076,GHCL,319,201809,10610208
20610597,24-Oct-2018,26442,GHCL,19666,201810,10610346
20610470,19-Sep-2018,26570,GHCL,11190.5,201809,10610320
20211177,15-Oct-2018,26498,Cummins,16513.5,201810,10210973
20610599,25-Oct-2018,27110,GHCL,19666,201810,10610399
21910014,19-Sep-2018,27182,Piramal,21329.1,201809,11410014
20610473,19-Sep-2018,19849,GE Power Systems,1200,201809,10610388
20210941,14-Sep-2018,21376,Godrej,18050,201809,10210571
20210694,7-Aug-2018,25628,Henkel,6386.68,201808,10210589
21210061,3-Sep-2018,26366,Piramal,1525,201809,11210057
20211128,8-Oct-2018,27442,Cargill,27635,201810,10211056
21210065,18-Sep-2018,26880,Piramal,895,201809,11210060
21210066,18-Sep-2018,26970,Piramal,13149,201809,11210062
21210059,28-Aug-2018,25598,Piramal,33150,201808,11210053
21210057,22-Aug-2018,26201,Piramal,63156,201808,11210051
20610481,19-Sep-2018,19717,GE Power Systems,3130,201809,10610052
20610482,19-Sep-2018,26548,GE Power Systems,12474,201809,10610345
20610504,1-Oct-2018,25003,GE Power Systems,296357.88,201810,10610212
20210997,21-Sep-2018,25815,Henkel,17023.5,201809,10210690
20211347,14-Nov-2018,27841,Huntsman,20500,201811,10211174
20210973,20-Sep-2018,25574,Maschio,7330,201809,10210643
20210537,12-Jul-2018,18684,GE,208000,201807,10210314
20210783,22-Aug-2018,25329,Henkel,42730,201808,10210780
20210713,9-Aug-2018,21005,Henkel,17915.62,201808,10210375
20210786,22-Aug-2018,26117,Henkel,12789.6,201808,10210709
20210784,22-Aug-2018,25815,Henkel,37547,201808,10210690
20210395,19-Jun-2018,15637,Cummins,208754.46,201806,10210409
20210764,18-Aug-2018,26252,Henkel,113052,201808,10210736
20210558,17-Jul-2018,18856,Henkel,52254,201807,10210069
20210850,31-Aug-2018,20983,Henkel,168,201808,10210670
20210857,1-Sep-2018,25924,Henkel,455,201809,10210674
20210601,24-Jul-2018,21022,Henkel,4200,201807,10210567
20210856,1-Sep-2018,25945,Henkel,1149,201809,10210673
20211178,15-Oct-2018,27363,GE,26152,201810,10211010
20210624,27-Jul-2018,21128,Henkel,9789.47,201807,10210472
20210882,5-Sep-2018,21165,Henkel,310526.31,201809,10210520
20210849,31-Aug-2018,25918,Henkel,12350,201808,10210672
20210749,16-Aug-2018,26058,Henkel,94500,201808,10210682
20210397,19-Jun-2018,20007,Cummins,2400,201806,10210332
20910007,6-Jun-2018,18785,Henkel,8371.46,201806,10910014
20210451,27-Jun-2018,18643,BORL,288239,201806,10210452
20210968,18-Sep-2018,25371,Henkel,17784.32,201809,10210544
20910011,13-Jun-2018,19654,Henkel,35661,201806,10910015
20210993,21-Sep-2018,25815,Henkel,17023.5,201809,10210690
20210992,21-Sep-2018,26977,Reliance,24500,201809,10210917
20210797,24-Aug-2018,25654,Henkel,29800,201808,10210608
20610488,21-Sep-2018,21508,IR,8326.8,201809,10610183
20610489,21-Sep-2018,26793,GE,10428.57,201809,10610385
20610490,21-Sep-2018,18814,GE Power Systems,1300,201809,10610152
20210994,21-Sep-2018,19892,Cummins,347.24,201809,10210460
20211257,26-Oct-2018,27630,Cummins,45597.73,201810,10211067
20610605,25-Oct-2018,15763,GE Power Systems,3740,201810,10610372
20210991,21-Sep-2018,27060,Henkel,14108,201809,10210891
20210996,21-Sep-2018,11938,Sabarmati Gas,308456,201809,2001333
20210790,23-Aug-2018,25502,VVF India,4400,201808,10210698
20610428,7-Sep-2018,26318,Plasser India,22024.48,201809,10610348
20211027,27-Sep-2018,26263,Cummins,42219.77,201809,10210732
20210966,18-Sep-2018,26610,Henkel,14665,201809,10210799
20211002,24-Sep-2018,25769,Henkel,6315.8,201809,10210724
20211003,24-Sep-2018,19423,Maharashtra Seamless,52313,201809,10210443
20610492,24-Sep-2018,15763,GE Power Systems,159258,201809,10610372
21910008,11-Sep-2018,26586,Piramal,140935.5,201809,11410005
20211005,24-Sep-2018,26995,Beckman Coulter,32000,201809,10210906
20210978,20-Sep-2018,26389,AMAT,157026.32,201809,10210784
206100018,26-Apr-2018,19229,GE Power Systems,39140,201804,10610023
20211008,25-Sep-2018,19735,ISRO,146273.67,201809,10210777
20210944,14-Sep-2018,26018,AMAT,426054.1,201809,10210681
20211024,26-Sep-2018,20745,Henkel,4886,201809,10210365
20610561,15-Oct-2018,28085,Inarco,1329,201810,10610455
20211004,24-Sep-2018,26774,Cummins,28041.3,201809,10210885
20610494,25-Sep-2018,25239,GE Power Systems,31578.96,201809,10610207
20210716,9-Aug-2018,25551,ZF India,4880,201808,10210663
20210890,6-Sep-2018,20995,Henkel,67500,201809,10210345
21910019,25-Sep-2018,27404,Piramal,7650,201809,11410020
20211015,26-Sep-2018,27548,KazStroy,6411750,201809,10210984
20211016,26-Sep-2018,27548,KazStroy,1089997.5,201809,10210984
20211017,26-Sep-2018,27543,JSE,704680,201809,10210977
20211018,26-Sep-2018,21297,GE,37000,201809,10210425
20211062,1-Oct-2018,27238,SSI,25068.91,201810,10210940
20211216,22-Oct-2018,28097,Godrej,98010,201810,10211110
21210067,26-Sep-2018,16595,Johoku Manufacturing,13685.44,201809,11210007
20610614,26-Oct-2018,26662,GE,153721,201810,10610428
20211021,26-Sep-2018,26134,GE,13920,201809,10210855
20610292,25-Jul-2018,25003,GE Power Systems,296357.88,201807,10610212
20211012,25-Sep-2018,8348,McNally,16812.16,201809,10200237
20211023,26-Sep-2018,26940,Value Beverages,5944.5,201809,10210888
20910046,14-Aug-2018,25328,Covestro,8000,201808,10910071
20210770,20-Aug-2018,26285,AMAT,7878,201808,10210738
20210982,20-Sep-2018,27331,Henkel,8000,201809,10210927
20211029,27-Sep-2018,26090,Beckman Coulter,2000,201809,10210851
20610483,20-Sep-2018,27026,IR,11145.35,201809,10610367
20211026,26-Sep-2018,25910,Beckman Coulter,34408.6,201809,10210695
20211030,27-Sep-2018,26985,AMAT,14530,201809,10210962
21910020,26-Sep-2018,27013,Piramal,49082,201809,11410018
20210881,5-Sep-2018,26432,AMAT,72833.33,201809,10210770
20211193,17-Oct-2018,28242,Trident Computer,244215,201810,10211134
20610497,27-Sep-2018,27568,GE Power Systems,58750,201809,10610415
20211031,27-Sep-2018,21297,GE,50000,201809,10210425
20211179,15-Oct-2018,27965,Godrej,24825,201810,10211082
20210839,30-Aug-2018,26293,Henkel,8947.36,201808,10210814
20610510,4-Oct-2018,26938,IR,1783.72,201810,10610408
20211033,27-Sep-2018,26187,Henkel,3765.44,201809,10210954
20211118,8-Oct-2018,21458,Henkel,29185.94,201810,10211015
20211035,27-Sep-2018,20807,Henkel,500,201809,10210359
21910021,27-Sep-2018,26827,Piramal,42269.2,201809,11410023
20211036,27-Sep-2018,26132,GE,20000,201809,10210919
20211038,28-Sep-2018,20029,GE,100000,201809,10210399
20211039,28-Sep-2018,26132,GE,12000,201809,10210919
20610474,19-Sep-2018,26318,Plasser India,16383,201809,10610348
20210981,20-Sep-2018,26141,GE,21000,201809,10210896
20610571,20-Oct-2018,26409,GE,41648,201810,10610393
20210914,11-Sep-2018,25733,ZF India,29000,201809,10210817
20610193,30-Jun-2018,20988,IR,171900,201806,10610131
20211043,28-Sep-2018,27668,JSE,931302.75,201809,10211006
20211044,28-Sep-2018,26944,Cummins,13222.2,201809,10210933
21910022,28-Sep-2018,26823,Piramal,48504,201809,11410024
20211045,28-Sep-2018,27609,Henkel,21660,201809,10211003
20610348,16-Aug-2018,25468,IR,6104,201808,10610234
20610062,25-May-2018,20151,IEC-TSL,947362.5,201805,10610085
21910028,9-Oct-2018,27631,Piramal,5842.56,201810,11410028
20211074,3-Oct-2018,27528,BITUFLEX,1830682.88,201810,10210975
21910024,29-Sep-2018,27406,Piramal,185412.2,201809,11410021
20211131,9-Oct-2018,27346,Henkel,32157.52,201810,10211019
20211053,29-Sep-2018,26747,Henkel,18947.37,201809,10210918
20210553,14-Jul-2018,20158,Cummins,33000,201807,10210354
20211243,26-Oct-2018,25815,Henkel,17223.5,201810,10210690
207100053,18-Apr-2018,18819,Metso,4592,201804,10610118
20211056,29-Sep-2018,21499,Cummins,65462.5,201809,10210632
20211057,29-Sep-2018,25693,Cummins,368800,201809,10210756
20910089,29-Sep-2018,27495,Hindustan Zinc,262290,201809,10910114
20211055,29-Sep-2018,20029,GE,14790,201809,10210399
20211059,29-Sep-2018,27070,Beckman Coulter,43744.67,201809,10210921
21910027,29-Sep-2018,26392,Piramal,55999.77,201809,11410017
21910025,29-Sep-2018,27406,Piramal,101115,201809,11410021
21910026,29-Sep-2018,27403,Piramal,57375,201809,11410019
20910088,26-Sep-2018,26396,Covestro,6780,201809,10910087
20610501,1-Oct-2018,26369,GE Power Systems,3420,201810,10610306
20910090,1-Oct-2018,26737,Asahi India Glass,113858,201810,10910113
20211061,1-Oct-2018,26882,GE,42194.88,201810,10210929
20610502,1-Oct-2018,27208,Nivea India,1418.49,201810,10610405
20210940,14-Sep-2018,26949,AMAT,2127.66,201809,10210878
20910091,1-Oct-2018,26512,Carlsberg,280612.5,201810,10910104
20910092,1-Oct-2018,26895,Bharti Airtel,2175,201810,10910097
20210756,17-Aug-2018,26142,Piramal,130866.6,201808,10210734
20610514,4-Oct-2018,17991,GE Power Systems,13580,201810,10300021
20211019,26-Sep-2018,27227,SSI,5911.84,201809,10210964
20211064,1-Oct-2018,26449,VVF,16200,201810,10210947
20211065,1-Oct-2018,27303,Husco,5100,201810,10210989
20211066,1-Oct-2018,20026,Asian Paints,52668,201810,10210869
20210939,14-Sep-2018,25642,AMAT,60395.74,201809,10210619
20211262,29-Oct-2018,27758,Henkel,10075,201810,10211042
20211068,1-Oct-2018,19254,GE,4335,201810,10210313
20210603,24-Jul-2018,25175,Beckman Coulter,24973.53,201807,10210532
20211271,30-Oct-2018,27468,AMAT,34042.56,201810,10210966
20610371,22-Aug-2018,25076,GHCL,1643,201808,10610208
20211075,3-Oct-2018,26306,Henkel,17611.12,201810,10210990
20211076,3-Oct-2018,27658,BITUFLEX,1408359.6,201810,10211002
20910057,30-Aug-2018,25793,Graziano,35500,201808,10910058
20610517,5-Oct-2018,26318,Plasser India,2546,201810,10610427
20910040,10-Aug-2018,25754,Covestro,23200,201808,10910060
20910049,17-Aug-2018,25949,Covestro,20550,201808,10910062
20211078,3-Oct-2018,27692,BITUFLEX,1937708,201810,10211030
20910052,20-Aug-2018,26169,Graziano,132000,201808,10910077
20910055,23-Aug-2018,25865,Graziano,264000,201808,10910066
20910058,31-Aug-2018,20737,Graziano,71000,201808,10910056
20610624,30-Oct-2018,28434,IR,3400,201810,10610479
20910078,14-Sep-2018,26034,Graziano,7666.65,201809,10910094
20210249,22-May-2018,19795,Cummins,2600,201805,10210211
20211069,3-Oct-2018,26399,ZF India,5141.7,201810,10210934
20210577,19-Jul-2018,17532,Cummins,25013.33,201807,10210391
20610350,16-Aug-2018,25343,GE,7230,201808,10610276
20210785,22-Aug-2018,26152,AMAT,14625,201808,10210733
20210591,23-Jul-2018,20902,Cummins,24000,201807,10210562
