Duplicate Company Name? - Final (Yes / No),Corrected Company Name - Final,Company Name,Corrected Alias Name - Final,Company Alias,Customer or Supplier?
,Swash Hygiene Supplies Ltd.,Swash Hygiene Supplies Ltd.,Swash Hygiene Supply,Swash Hygiene Supply,Customer
,Swastik Industries,Swastik Industries,Swastik Industries,Swastik Industries,Customer
,Swastik Pipes Ltd.,Swastik Pipes Ltd.,Swastik Pipes,Swastik Pipes,Customer
,Swatantra Auto Industries Pvt. Ltd.,Swatantra Auto Industries Pvt. Ltd.,Swatantra Auto,Swatantra Auto,Customer
,Swati Safesecure Equipments Pvt. Ltd.,Swati Safesecure Equipments Pvt. Ltd.,Swati Safesecure,Swati Safesecure,Customer
,Symatic Engineering Pvt. Ltd.,Symatic Engineering Pvt. Ltd.,Symatic Engineering,Symatic Engineering,Customer
,Symbiosis Institute of Design,Symbiosis Institute of Design,Symbiosis Institute of Design,Symbiosis Inst. Des.,Customer
,Synise Technologies Ltd.,Synise Technologies Ltd.,Synise Technologies,Synise Technologies,Customer
,TAG Offshore Ltd.,TAG Offshore Ltd.,Tag Offshore,Tag Offshore,Customer
,Tag Polymers Industries Pvt. Ltd.,Tag Polymers Industries Pvt. Ltd.,Tag Polymers,Tag Polymers,Customer
,Taikisha Engineering India Pvt. Ltd.,Taikisha Engineering India Pvt. Ltd.,Taikisha Engg,Taikisha,Customer
,Taj Air Ltd.,Taj Air Ltd.,Tata,TAJ,Customer
,Taj City Centre,Taj City Centre,Tata,TAJ,Customer
,Taj Hotel,Taj Hotel,Tata,TAJ,Customer
,Takwale Dairy,Takwale Dairy,Takwale Dairy,Takwale Dairy,Customer
,Talbros Automotive Components Ltd.,Talbros Automotive Components Ltd.,Talbros Automotive,Talbros Automotive,Customer
,Talcher Fertilizers Ltd.,Talcher Fertilizers Ltd.,Talcher Fertilizers,Talcher Fertilizers,Customer
,Talis Valves india Pvt ltd,Talis Valves india Pvt ltd,Talis Valves,Talis Valves,Customer
,Tal Manufacturing Solutions Ltd.,Tal Manufacturing Solutions Ltd.,Tal Manufacturing,Tal Manufacturing,Customer
,Talwandi Sabo Power Ltd.,Talwandi Sabo Power Ltd.,Talwandi Sabo,Talwandi Sabo,Customer
,Tapasya engineering,Tapasya engineering,Tapasya Engineering,Tapasya Engineering,Customer
,Target Hydrautech Pvt. Ltd.,Target Hydrautech Pvt. Ltd.,Target Hydrautech,Target Hydrautech,Customer
,Tata Advanced Materials Ltd.,TATA Advanced Materials Ltd.,Tata,Tata Group,Customer
,Tata Centre for Technology and Design,Tata Centre for Technology and Design,Tata,Tata Group,Customer
,Tata Communications Ltd.,Tata Communications Ltd.,Tata,TCL,Customer
,Tata Consultancy Services Ltd.,Tata Consultancy Services Ltd.,Tata,Tata Group,Customer
,Tata Cummins Pvt. Ltd.,Tata Cummins Pvt. Ltd.,Cummins,Cummins,Customer
,Tata Motors Ltd.,Tata Motors Ltd.,Tata,Tata Group,Customer
,Tata Power DDL,Tata Power DDL,Tata,Tata Group,Customer
,Tata Projects Ltd.,Tata Projects Ltd.,Tata,Tata Group,Customer
,Tata Steel BSL Ltd.,Tata Steel BSL Ltd.,Tata,Bhushan Power Steel,Customer
,Tata Steel Ltd.,Tata Steel Ltd.,Tata,Tata Group,Customer
,TCI Express Ltd.,TCI Express Ltd.,TCI,TCI,Customer
,TCS,TCS,Tata,TCS,Customer
,T. D. Williamson India Pvt. Ltd.,T. D. Williamson India Pvt. Ltd.,TD Williamson,T. D. Williamson,Customer
,Tech Engineers,Tech Engineers,Tech Engineers,Tech Engineers,Customer
,Technix Electronics Pvt. Ltd.,Technix Electronics Pvt. Ltd.,Technix Electronics,Technix Electronics,Customer
,Techno Aircon Industries Pvt. Ltd.,Techno Aircon Industries Pvt. Ltd.,Techno Aircon,Techno Aircon,Customer
,Technocraft Industries India Ltd.,Technocraft Industries India Ltd.,Technocraft Industries,Technocraft Industries India Ltd.,Customer
,Technofinish Industries,Technofinish Industries,Technofinish Industries,Technofinish Industries,Customer
,Techno Mac Systems,Techno Mac Systems,Techno Mac Sys,Techno Mac Sys,Customer
,Techno Service,Techno Service,Techno Service,Techno Service,Customer
,TechNova Imaging Systems Pvt. Ltd.,TechNova Imaging Systems Pvt. Ltd.,TechNova Systems,TechNova Imaging Sys,Customer
,Technovative Engineers Pvt. Ltd.,Technovative Engineers Pvt. Ltd.,Technovative Engineers,Technovative Eng,Customer
,Techrevo Engineers,Techrevo Engineers,Techrevo Engineers,Techrevo Engineers,Customer
,Tech Team Company,Tech Team Company,Tech Team Account,Tech Team Account,Customer
,Tech Tools,Tech Tools,Tech Tools,Tech Tools,Customer
,Tech Vision,Tech Vision,Tech Vision,Tech Vision,Customer
,Tecnimont Pvt. Ltd.,Tecnimont Pvt. Ltd.,Tecnimont,Tecnimont Pvt. Ltd.,Customer
,Tehmetall-2002,Tehmetall-2002,Tehmetall,Tehmetall,Customer
,Tej Control Systems Pvt. Ltd.,Tej Control Systems Pvt. Ltd.,Tej Control Systems,Tej Control Systems Pvt. Ltd.,Customer
,Tej Engineering,Tej Engineering,Tej Engineering,Tej Engineering,Customer
,Telangana State Power Generation Corporation Ltd.,Telangana State Power Generation Corporation Ltd.,Telangana State Power,Telangana Power,Customer
,Tenco System and Switch Gear Pvt. Ltd.,Tenco System and Switch Gear Pvt. Ltd.,Tenco System,Tenco System,Customer
,Tetra Pak India Pvt. Ltd.,Tetra Pak India Pvt. Ltd.,Tetra Pak,Tetra Pak India,Customer
,Teva API India Ltd.,Teva API India Ltd.,Teva,Teva API India Ltd.,Customer
,Texture Prints,Texture Prints,Texture Prints,Texture Prints,Customer
,Texturing Technology Pvt. Ltd.,Texturing Technology Pvt. Ltd.,Texturing Technology,Texturing Technology,Customer
,THDC India Ltd.,THDC India Ltd.,THDC,THDC India,Customer
,Ambassadors Sky Chef,The Ambassadorâ€™s Sky Chef,Ambassador Sky Chef,Ambassador Sky Chef,Customer
,The Automotive Research Association of India,The Automotive Research Association of India,ARAI,The Automotive Research Association of India,Customer
,The Bombay Tools and Hardware Mart,The Bombay Tools and Hardware Mart,Bombay Tools,Bombay Tools H/W,Customer
,The Himalaya Drug Company,The Himalaya Drug Company,Himalaya,The Himalaya Drug,Customer
,The Hindustan Times,The Hindustan Times,Hindustan Times,Hindustan Times,Customer
,The Indian Agricultural Research Institute,The Indian Agricultural Research Institute,IARI,IARI,Customer
,The KCP Ltd.,The KCP Ltd.,KCP,KCP,Customer
,The Lalit,The Lalit,The Lalit,The Lalit,Customer
,"The Lalit, New Delhi (An enterprise of Bharat Hotels Ltd.)","The Lalit, New Delhi (An enterprise of Bharat Hotels Limited)",The Lalit,The Lalit,Customer
,Theni Guru Krishna Textile Mills Pvt. Ltd.,Theni Guru Krishna Textile Mills Pvt. Ltd.,Theni Guru Krishna,Theni Guru Krishna,Customer
,The Oberoi Hotels,The Oberoi Hotels,Oberoi Hotels,Oberoi Hotels,Customer
,The Orchid Five Star Ecotel Hotel,The Orchid Five Star Ecotel Hotel,Orchid Hotels,The Orchid Five Star Ecotel Hotel,Customer
,Thermo Fisher Scientific India Pvt. Ltd.,Thermo Fisher Scientific India Pvt. Ltd.,Thermo Fisher,Thermo Fisher,Customer
,Thermotech Systems Ltd.,Thermotech Systems Ltd.,Thermotech,Thermotech,Customer
,The Supreme Industries Ltd.,The Supreme Industries Ltd.,Supreme Industries,Supreme Industries,Customer
,The Suryaa,The Suryaa,Suryaa,The Suryaa,Customer
,The Taj Mahal Palace,The Taj Mahal Palace,Tata,TAJ,Customer
,The Times of India Group,The Times of India Group,Bennett Coleman,TOI,Customer
,The Varma Pharmacy Pvt. Ltd.,The Varma Pharmacy Pvt. Ltd.,Varma Pharmacy,The Varma Pharmacy,Customer
,Thomson Press India Ltd.,Thomson Press India Ltd.,Thomson Press,Thomson Press,Customer
,Thyssenkrupp India Pvt. Ltd.,Thyssenkrupp India Pvt. Ltd.,Thyssenkrupp,Thyssenkrupp India,Customer
,Time Techno Plast Ltd.,Time Techno Plast Ltd.,Time Techno Plast,Time Techno Plast,Customer
,Timsen Ltd.,Timsen Ltd.,Timsen,Timsen,Customer
,Tirth Agro Technology Pvt. Ltd.,Tirth Agro Technology Pvt. Ltd.,Tirth Agro Tech,Tirth Agro Tech,Customer
,Titan Antony Aviation India Pvt. Ltd.,Titan Antony Aviation India Pvt. Ltd.,Titan Aviation,Titan Aviation,Customer
,TLT-Turbo India Pvt. Ltd.,TLT-Turbo India Pvt. Ltd.,TLT-Turbo,TLT-Turbo,Customer
,Tony Trading Co.,Tony Trading Co.,Tony Trading,Tony Trading,Customer
,Top Run Automotive India Pvt. Ltd.,Top Run Automotive India Pvt. Ltd.,Top Run Automotive,Top Run Automotive,Customer
,Torrent Power Ltd.,Torrent Power Ltd.,Torrent Power,Torrent Power,Customer
,Toshiba JSW Power Systems Pvt. Ltd.,Toshiba JSW Power Systems Pvt. Ltd.,Toshiba JSW,Toshiba,Customer
,Toshiba Mitsubhishi,Toshiba Mitsubhishi,Toshiba Mitsubhishi,Toshiba Mitsubhishi,Customer
,Totals Solution,Totals Solution,Totals Solution,Totals Solution,Customer
,Toyo Engineering India Pvt. Ltd.,Toyo Engineering India Pvt. Ltd.,Toyo Engineering,Toyo,Customer
,Toyota Boshoku,Toyota Boshoku,Toyota,TOYOTA,Customer
,Toyota Kirloskar Auto Parts Pvt. Ltd.,Toyota Kirloskar Auto Parts Pvt. Ltd.,Toyota,Kirloskar,Customer
,Toyota Kirloskar Motor Pvt. Ltd.,Toyota Kirloskar Motor Pvt. Ltd.,Toyota,Kirloskar,Customer
,Trambaklal Raichand and Co.,Trambaklal Raichand and Co.,Trambaklal Raichand,Trambaklal Raichand and Co.,Customer
,Transfix India Pvt. Ltd.,Transfix India Pvt. Ltd.,Transfix,Transfix India,Customer
,Tredegar Film Products India Pvt. Ltd.,Tredegar Film Products India Pvt. Ltd.,Tredegar,Tredegar,Customer
,Trendy Dezigners,Trendy Dezigners,Trendy Dezigners,Trendy Dezigners,Customer
,Trichem Lifesciences Ltd.,Trichem Lifesciences Ltd.,Trichem Lifesciences,Trichem Lifesciences,Customer
,Trident Computer Resources Inc.,Trident Computer Resources Inc.,Trident Computer,Trident Computer,Customer
,Trident Group,Trident Group,Trident Hotel,Trident Group Hotel,Customer
,Trident Hotel Gurgaon,Trident Hotel Gurgaon,Trident Hotel,Trident Group Hotel,Customer
,Trident Hotel Mumbai,Trident Hotel Mumbai,Trident Hotel,Trident Group Hotel,Customer
,Trident Ltd.,Trident Ltd.,Trident Hotel,Trident Ltd.,Customer
,Trinity Forge India Pvt. Ltd.,Trinity Forge India Pvt. Ltd.,Trinity Forge,Trinity Forge,Customer
,Tripura Natural Gas Company,Tripura Natural Gas Company,Tripura Natural Gas Company,Tripura Natural Gas Company,Customer
,Trishul Engineering,Trishul Engineering,Trishul Engineering,Trishul Engineering,Customer
,Triune Energy Services Pvt. Ltd.,Triune Energy Services Private Limited,Triune Energy,Triune Energy,Customer
,Troikaa Pharmaceuticals Ltd.,Troikaa Pharmaceuticals Ltd.,Troikaa Pharma,Troikaa Pharma,Customer
,Truevalue Marketing Services Pvt. Ltd.,Truevalue Marketing Services Pvt. Ltd.,Truevalue,Truevalue,Customer
,Trusted Industry,Trusted Industry,Trusted Industry,Trusted Industry,Customer
,Tryst Industries Pvt. Ltd.,Tryst Industries Pvt. Ltd.,Tryst Industries,Tryst Industries,Customer
,Tulip Lab Pvt. Ltd.,Tulip Lab Pvt. Ltd.,Tulip Lab,Tulip Lab,Customer
,Tulsi Engineering,Tulsi Engineering,Tulsi Engineering,Tulsi Engineering,Customer
,Turbo Bearings Pvt. Ltd.,Turbo Bearings Pvt. Ltd.,Turbo Bearings,Turbo Bearings,Customer
,TVS Electronics Ltd.,TVS Electronics Ltd.,TVS Group,TVS Electronics Ltd.,Customer
,TVS Logistics Services Ltd.,TVS Logistics Services Ltd.,TVS Group,TVS Logistics,Customer
,TVS Motor Co. Ltd.,TVS Motor Co. Ltd.,TVS Group,TVS Motor,Customer
,Uflex Ltd.,Uflex Ltd.,Uflex,Uflex,Customer
,UKB Electronics Pvt. Ltd.,UKB Electronics Pvt. Ltd.,UKB Electronics,UKB Electronics,Customer
,UltraTech Cement Ltd,UltraTech Cement Ltd,ABG,Aditya Birla Group,Customer
,UMAC Avionics Pvt. Ltd,UMAC Avionics Pvt. Ltd,UMAC Avionics,UMAC Avionics,Customer
,Umang Realtech Pvt. Ltd.,Umang Realtech Pvt. Ltd.,Umang Realtech,Umang Realtech,Customer
,Uma Polymers,Uma Polymers,Uma Polymers,Uma Polymers,Customer
,Umiya Machine Tools,Umiya Machine Tools,Umiya Machine,Umiya Machine,Customer
,Unicharm India Pvt. Ltd.,Unicharm India Pvt. Ltd.,Unicharm,Unicharm India,Customer
,Unichem Laboratories Ltd.,Unichem Laboratories Ltd.,Unichem Laboratories,Unichem Lab.,Customer
,Unifab Engineering Project Pvt. Ltd.,UNIFAB Engineering Project Pvt. Ltd.,Unifab,Unifab Engineering,Customer
,UNI Klinger Ltd.,UNI Klinger Ltd.,UNI Klinger,UNI Klinger,Customer
,Unilever Industries Pvt. Ltd.,Unilever Industries Pvt. Ltd.,Unilever Industries,Unilever Industries,Customer
,Union Steel Industries,Union Steel Industries,Union Steel,Union Steel,Customer
,Unipart Services India Pvt. Ltd.,Unipart Services India Pvt. Ltd.,Uniparts,Unipart Services,Customer
,Uniparts India Ltd.,Uniparts India Ltd.,Uniparts,Uniparts India,Customer
,Unipres India Pvt. Ltd.,Unipres India Pvt. Ltd.,Unipres,Unipres India,Customer
,Unique Industrials,Unique Industrials,Unique Industrials,Unique Industrials,Customer
,Unique Precision Works,Unique Precision Works,Unique Precision,Unique Precision,Customer
,Unison Engineering and Construction Pvt. Ltd.,Unison Engineering and Construction Pvt. Ltd.,Unison Engineering,Unison Engineering,Customer
,United Breweries Ltd.,United Breweries Ltd.,UBL,United Breweries,Customer
,United Electricals,United Electricals,United Electricals,United Electricals,Customer
,United Rubber Industries,United Rubber Industries,United Rubber,United Rubber,Customer
,Universal Electrical and Electronics Co.,Universal Electrical and Electronics Co.,Universal Electricals,Universal Electronic,Customer
,University Of Delhi,University Of Delhi,DU,Legacy Account,Customer
,UOP India Pvt. Ltd.(A Honeywell Co.),UOP India Pvt. Ltd.(A Honeywell Co.),Honeywell,Honeywell,Customer
,UPS Jetair Express Pvt. Ltd.,UPS Jetair Express Pvt. Ltd.,UPS Jetair,UPS Jetair Express,Customer
,UrbanClap Technologies India Pvt. Ltd.,UrbanClap Technologies India Pvt. Ltd.,UrbanClap,UrbanClap Tech,Customer
,Urban Zing Refreshments Pvt. Ltd.,Urban Zing Refreshments Pvt. Ltd.,Urban Zing,Urban Zing,Customer
,URB India Bearing Factory and Trade Pvt. Ltd.,URB India Bearing Factory and Trade Pvt. Ltd.,URB India Bearing,URB India Bearing,Customer
,Urvi Concepts,Urvi Concepts,Urvi Concepts,Urvi Concepts,Customer
,USK Exports Pvt. Ltd.,USK Exports Pvt. Ltd.,USK Exports,USK Exports,Customer
,Uttam Galva Steels Ltd.,Uttam Galva Steels Ltd.,Uttam Galva,Uttam Galva,Customer
,Vagh Enterprise,Vagh Enterprise,Vagh Enterprise,Vagh Enterprise,Customer
,Vako Seals Pvt. Ltd.,Vako Seals Pvt. Ltd.,Vako Seals,Vako Seals,Customer
,Value Beverages,Value Beverages,Value Beverages,Value Beverages,Customer
,Varad Plast Components India Pvt. Ltd.,Varad Plast Components India Pvt. Ltd.,Varad Plast,Varad Plast,Customer
,Vardhaman Engineering,Vardhaman Engineering,Vardhaman,Vardhaman,Customer
,Vardhman Industries Ltd.,Vardhman Industries Ltd.,Vardhman Industries,Vardhman Industries,Customer
,Varicon Pumps and Systems Pvt. Ltd.,Varicon Pumps and Systems Pvt. Ltd.,Varicon Pumps,Varicon Pumps,Customer
,Varindera Constructions Ltd.,Varindera Constructions Ltd.,Varindera Const,Varindera Const,Customer
,Various Engineering,Various Engineering,Various Engineering,Various Engineering,Customer
,Varun Metacraft Pvt. Ltd.,Varun Metacraft Pvt. Ltd.,Varun Metacraft,Varun Metacraft,Customer
,Vasantdada Shetkari Sahakari Sakhar Karkhana Ltd.,Vasantdada Shetkari Sahakari Sakhar Karkhana Ltd.,Vasantdada Karkhana,Vasantdada,Customer
,Vashisht Carbons,Vashisht Carbons,Vashisht Carbons,Vashisht Carbons,Customer
,Vasundhara Food And Beverages Pvt. Ltd.,Vasundhara Food And Beverages Pvt. Ltd.,Vasundhara Beverages,Vasundhara Food,Customer
,Vatson Infrapower Pvt. Ltd.,Vatson Infrapower Pvt. Ltd.,Vatson Infrapower,Vatson Infrapower,Customer
,Vedanta Ltd. (Division # Cairn Oil and Gas),Vedanta Ltd. (Division # Cairn Oil and Gas),Cairn,Cairn,Customer
,Vedzen Enterprises,Vedzen Enterprises,Vedzen Enterprises,Vedzen Enterprises,Customer
,Veermata Jijabai Technological Institute,Veermata Jijabai Technological Institute,VJTI,VJTI,Customer
,Veko Care Pvt. Ltd.,Veko Care Pvt. Ltd.,Veko Care,Veko Care,Customer
,Venkatesh Enterprises,Venkatesh Enterprises,Venkatesh Enterprise,Venkatesh Enterprise,Customer
,Venkateshkrupa Sugar Mills Ltd.,Venkateshkrupa Sugar Mills Ltd.,Venkateshkrup Sugar,Venkateshkrup Sugar,Customer
,Vesi Enterprises,Vesi Enterprises,Vesi Enterprises,VESI,Customer
,Vestas Wind Technology India Pvt. Ltd.,Vestas Wind Technology India Pvt. Ltd.,Vestas Wind,Vestas,Customer
,Victora Tool Engineers Pvt. Ltd.,Victora Tool Engineers Pvt. Ltd.,Victora Tool,Victora Tool,Customer
,Videojet Technologies India Pvt. Ltd.,Videojet Technologies India Pvt. Ltd.,Videojet,Videojet,Customer
,Vigel Manufacturing Technologies Pvt. Ltd.,Vigel Manufacturing Technologies Pvt. Ltd.,Vigel Manufacturing,Vigel Manufacturing,Customer
,Vijay Techno,Vijay Techno,Vijay Techno,Vijay Techno,Customer
Yes,Vikram Sarabhai Space Center,Vikram Sarabhai Space Center,Vikram Sarabhai Space Centre,Vikram Space Center,Customer
Yes,Vikram Sarabhai Space Center,Vikram Sarabhai Space Centre,Vikram Sarabhai Space Centre,Vikram Sarabhai Space Centre,Customer
,Vilking Electrics & Electronics,Vilking Electrics and Electronics,Vilking Elec.,Vilking Elec.,Customer
,Vinati Organics Ltd.,Vinati Organics Ltd.,Vinati Organics,Vinati Organics,Customer
,VIP Industries Ltd.,VIP Industries Ltd.,VIP,VIP Industries,Customer
,Visen Industries Ltd.,Visen Industries Ltd.,Visen Industries,Visen Industries,Customer
,Vishal Bearings Ltd.,Vishal Bearings Ltd.,Vishal Bearings,Vishal Bearings,Customer
,Visiport,Visiport,Visiport,Legacy Account,Customer
,V. K. Instruments,V. K. Instruments,VK Instruments,V. K. Instruments,Customer
,VMC Steel,VMC Steel,VMC Steel,VMC Steel,Customer
,V.M. Products,V.M. Products,VM Products,V.M. Products,Customer
,Volatec Oy,Volatec Oy,Volatec Oy,Volatec Oy,Customer
,Voltas Ltd.,Voltas Ltd.,Voltas,Voltas,Customer
,Volvo India Pvt. Ltd.,Volvo India Pvt. Ltd.,Volvo,VOLVO,Customer
,VPS Hospital Rockland,VPS Hospital Rockland,VPS Hospital,VPS Hospital,Customer
,VRC Plastomould India Pvt. Ltd.,VRC Plastomould India Pvt. Ltd.,VRC Plastomould,VRC Plastomould,Customer
,V. R. International Co.,V. R. International Co.,VR International,V. R. International,Customer
,VRS Food Ltd.,VRS Food Ltd.,VRS Food,VRS Food,Customer
,V-Trans India Ltd.,V-Trans India Ltd.,V-Trans,V-Trans,Customer
,V. V. Electrotech,V. V. Electrotech,V. V. Electrotech,V. V. Electrotech,Customer
,VVF India Ltd.,VVF India Ltd.,VVF,VVF,Customer
,VVF Ltd.,VVF Ltd.,VVF,VVF,Customer
,Vyline Glass Works Ltd.,Vyline Glass Works Ltd.,Vyline Glass Works,Vyline Glass Works,Customer
,Wadia Group,Wadia Group,Wadia Group,Wadia,Customer
,Walchandnagar Industries Ltd.,Walchandnagar Industries Ltd.,Walchandnagar Industries,Walchandnagar Ind,Customer
,Walmart India Pvt. Ltd.,Walmart India Pvt. Ltd.,Walmart,Walmart,Customer
,WAM India Pvt. Ltd.,Wam India Pvt. Ltd.,WAM India,Wam India,Customer
,WAPCOS Ltd.,WAPCOS Ltd.,WAPCOS,WAPCOS,Customer
,Wave Infratech,Wave Infratech,Wave Infratech,Wave Infratech,Customer
,Wave Suspension Systems India Pvt. Ltd.,Wave Suspension Systems India Pvt. Ltd.,Wave Suspension Systems,Wave Suspension Sys,Customer
,Ways to Cap,Ways to Cap,Ways to Cap,Ways to Cap,Customer
,Weatherford Oil Tool ME Ltd.,Weatherford Oil Tool ME Ltd.,Weatherford,Weatherford,Customer
,Weikfield Foods Pvt. Ltd.,Weikfield Foods Pvt. Ltd.,Weikfield,Weikfield Foods,Customer
,Welspun Enterprises Ltd.,Welspun Enterprises Ltd.,Welspun,Welspun,Customer
,Western Coalfields Ltd.,Western Coalfields Limited,Western Coalfields,Western Coalfields,Customer
,Western India Chemicals,Western India Chemicals,Western India Chem,Western India Chem,Customer
,Whirlpool of India Ltd.,Whirlpool Of India Ltd.,Whirlpool,Whirlpool,Customer
,Wika Instruments India Pvt. Ltd.,Wika Instruments India Pvt. Ltd.,Wika Instruments,Wika Instruments,Customer
,Windlas Group,Windlas Group,Windlas,Windlas,Customer
,Wings Automobile Products Pvt. Ltd.,Wings Automobile Products Pvt. Ltd.,Wings Auto,Wings Automobile,Customer
,Wipro Aerospace,Wipro Aerospace,Wipro,Wipro,Customer
,Wipro GE Healthcare Pvt. Ltd.,Wipro GE Healthcare Pvt. Ltd.,Wipro,GE,Customer
,Wipro Infrastructure Engineering,Wipro Infrastructure Engineering,Wipro,Wipro,Customer
,Wockhardt,WOCKHARDT,Wockhardt,WOCKHARDT,Customer
,Wohr Parking System Pvt. Ltd.,Wohr Parking System Pvt. Ltd.,Wohr Parking,Wohr Parking Sys,Customer
,Wolex Lighting,Wolex Lighting,Wolex Lighting,Wolex Lighting,Customer
,Wool Spuns Ltd.,Wool Spuns Ltd.,Wool Spuns,Wool Spuns,Customer
,Work Store Ltd.,Work Store Ltd.,Work Store,Work Store Ltd.,Customer
,World Laparoscopy Hospital,World Laparoscopy Hospital,World Hospital,World Laparo Hosp,Customer
,Xerox India Ltd.,Xerox India Ltd.,Xerox,Xerox,Customer
,XJS Electronics Pvt. Ltd.,XJS Electronics Pvt. Ltd.,XJS Electronics,XJS Electronics,Customer
,Xpro India Ltd.,Xpro India Ltd.,Xpro,Xpro India,Customer
,Xtruline,Xtruline,Xtruline,Xtruline,Customer
,Yamaha,Yamaha,Yamaha,Yamaha,Customer
,Yash Industries,Yash Industries,Yash Industries,Yash Industries,Customer
,Yashmun Engineers Pvt. Ltd.,Yashmun Engineers Pvt. Ltd.,Yashmun Engineers,Yashmun Engineers,Customer
,Yashoda Super Speciality Hospital,Yashoda Super Speciality Hospital,Yashoda Hospital,Yashoda Super,Customer
,Yashraj Tours,Yashraj Tours,Yashraj Tours,Yashraj Tours,Customer
,Yazaki India Pvt. Ltd.,Yazaki India Pvt. Ltd.,Yazaki,Yazaki India,Customer
,Yes Enterprise,Yes Enterprise,Yes Enterprise,Yes Enterprise,Customer
,YFC Builder,YFC Builder,YFC Builder,YFC Builder,Customer
,YG Cutting Tools Corporation Pvt. Ltd.,YG Cutting Tools Corporation Pvt. Ltd.,YG Cutting Tools,YG Cutting Tools,Customer
,Yogi Products,Yogi Products,Yogi Products,Yogi Products,Customer
